ts,value,host,itemkey
1755542690,0.315984,Grafana,"system.cpu.util[,system]"
1755542750,0.34619,Grafana,"system.cpu.util[,system]"
1755542810,1.429137,Grafana,"system.cpu.util[,system]"
1755542870,0.313598,Grafana,"system.cpu.util[,system]"
1755542930,0.373816,Grafana,"system.cpu.util[,system]"
1755542990,0.296835,Grafana,"system.cpu.util[,system]"
1755543050,0.407653,Grafana,"system.cpu.util[,system]"
1755543110,0.318382,Grafana,"system.cpu.util[,system]"
1755543170,0.432023,Grafana,"system.cpu.util[,system]"
1755543230,0.345833,Grafana,"system.cpu.util[,system]"
1755543290,0.601953,Grafana,"system.cpu.util[,system]"
